,vol_window,vol_roc_period,price_lookback,sma_window,return,dd,sharpe
349,20,9,8,21,-4.66,2.69,-20.00
350,20,9,8,28,-6.57,3.66,-6.75
351,20,9,8,35,-6.57,3.66,-6.75
352,20,9,9,14,-4.43,3.56,-12.71
353,20,9,9,21,-4.66,2.69,-20.00
354,20,9,9,28,-6.51,3.63,-6.97
355,20,9,9,35,-6.51,3.63,-6.97
356,20,9,10,14,-3.90,3.30,-65.53
357,20,9,10,21,-7.27,3.77,-3.18
358,20,9,10,28,-7.27,3.77,-3.18
359,20,9,10,35,-7.27,3.77,-3.18
360,20,10,5,14,-5.51,3.42,-6.40
361,20,10,5,21,-5.36,3.34,-5.71
362,20,10,5,28,-5.36,3.34,-5.71
363,20,10,5,35,-5.36,3.34,-5.71
364,20,10,6,14,-4.05,2.67,-263.01
365,20,10,6,21,-2.56,2.21,-4.49
366,20,10,6,28,-4.53,3.31,-16.73
367,20,10,6,35,-4.53,3.31,-16.73
368,20,10,7,14,-0.37,2.14,-1.16
369,20,10,7,21,-3.90,2.59,-43.35
370,20,10,7,28,-5.86,3.59,-4.61
371,20,10,7,35,-5.86,3.59,-4.61
372,20,10,8,14,0.24,2.54,-0.92
373,20,10,8,21,-3.98,2.34,-30.47
374,20,10,8,28,-5.94,3.34,-4.48
375,20,10,8,35,-5.94,3.34,-4.48
376,20,10,9,14,-3.90,3.30,-65.53
377,20,10,9,21,-5.31,2.77,-5.87
378,20,10,9,28,-7.20,3.73,-3.22
379,20,10,9,35,-7.20,3.73,-3.22
380,20,10,10,14,-3.90,3.30,-65.53
381,20,10,10,21,-7.27,3.77,-3.18
382,20,10,10,28,-7.27,3.77,-3.18
383,20,10,10,35,-7.27,3.77,-3.18
384,25,3,5,14,-5.48,3.44,-8.79
385,25,3,5,21,-5.48,3.44,-8.79
386,25,3,5,28,-5.48,3.44,-8.79
387,25,3,5,35,-5.48,3.44,-8.79
388,25,3,6,14,-5.64,3.50,-7.76
389,25,3,6,21,-5.64,3.50,-7.76
390,25,3,6,28,-5.60,3.55,-7.98
391,25,3,6,35,-5.60,3.55,-7.98
392,25,3,7,14,-6.49,3.90,-5.03
393,25,3,7,21,-5.01,3.49,-14.73
394,25,3,7,28,-4.97,3.53,-15.70
395,25,3,7,35,-4.97,3.53,-15.70
396,25,3,8,14,-4.32,3.46,-104.73
397,25,3,8,21,-6.62,3.97,-4.61
398,25,3,8,28,-6.29,3.80,-5.21
399,25,3,8,35,-6.29,3.80,-5.21
400,25,3,9,14,-2.21,1.67,-2.08
401,25,3,9,21,-4.66,2.69,-20.00
402,25,3,9,28,-6.51,3.63,-6.97
403,25,3,9,35,-6.51,3.63,-6.97
404,25,3,10,14,-7.37,3.82,-3.32
405,25,3,10,21,-7.27,3.77,-3.18
406,25,3,10,28,-7.27,3.77,-3.18
407,25,3,10,35,-7.27,3.77,-3.18
408,25,4,5,14,-5.48,3.44,-8.79
409,25,4,5,21,-5.48,3.44,-8.79
410,25,4,5,28,-5.48,3.44,-8.79
411,25,4,5,35,-5.48,3.44,-8.79
412,25,4,6,14,-5.89,3.61,-6.63
413,25,4,6,21,-5.89,3.61,-6.63
414,25,4,6,28,-5.89,3.61,-6.63
415,25,4,6,35,-5.89,3.61,-6.63
416,25,4,7,14,-6.78,4.05,-4.53
417,25,4,7,21,-5.31,3.59,-10.27
418,25,4,7,28,-4.97,3.53,-15.70
419,25,4,7,35,-4.97,3.53,-15.70
420,25,4,8,14,-4.68,3.43,-31.18
421,25,4,8,21,-7.02,4.18,-4.07
422,25,4,8,28,-6.29,3.80,-5.21
423,25,4,8,35,-6.29,3.80,-5.21
424,25,4,9,14,-4.66,2.69,-20.00
425,25,4,9,21,-4.66,2.69,-20.00
