,vol_window,vol_roc_period,price_lookback,macd_fast,macd_slow,macd_sig,return,dd,sharpe
241,20,9,11,7,21,9,-33.46,29.45,-0.69
242,20,9,11,7,21,11,-33.46,29.45,-0.69
243,20,9,11,7,21,13,-33.37,29.44,-0.69
244,20,9,11,7,26,7,-33.27,29.46,-0.69
245,20,9,11,7,26,9,-34.66,24.83,-0.70
246,20,9,11,7,26,11,-34.66,24.83,-0.70
247,20,9,11,7,26,13,-34.66,24.83,-0.70
248,20,9,11,7,31,7,-34.66,24.83,-0.70
249,20,9,11,7,31,9,-33.37,29.44,-0.69
250,20,9,11,7,31,11,-33.37,29.44,-0.69
251,20,9,11,7,31,13,-33.37,29.44,-0.69
252,20,9,11,7,36,7,-33.37,29.44,-0.69
253,20,9,11,7,36,9,-33.37,29.44,-0.69
254,20,9,11,7,36,11,-37.33,30.15,-0.71
255,20,9,11,7,36,13,-36.50,30.21,-0.71
256,20,9,11,10,21,7,-33.46,29.45,-0.69
257,20,9,11,10,21,9,-33.46,29.45,-0.69
258,20,9,11,10,21,11,-33.46,29.45,-0.69
259,20,9,11,10,21,13,-33.37,29.44,-0.69
260,20,9,11,10,26,7,-33.27,29.46,-0.69
261,20,9,11,10,26,9,-33.37,29.44,-0.69
262,20,9,11,10,26,11,-33.37,29.44,-0.69
263,20,9,11,10,26,13,-33.37,29.44,-0.69
264,20,9,11,10,31,7,-34.66,24.83,-0.70
265,20,9,11,10,31,9,-33.37,29.44,-0.69
266,20,9,11,10,31,11,-33.37,29.44,-0.69
267,20,9,11,10,31,13,-33.37,29.44,-0.69
268,20,9,11,10,36,7,-33.37,29.44,-0.69
269,20,9,11,10,36,9,-33.37,29.44,-0.69
270,20,9,11,10,36,11,-37.33,30.15,-0.71
271,20,9,11,10,36,13,-36.50,30.21,-0.71
272,20,9,11,13,21,7,-33.46,29.45,-0.69
273,20,9,11,13,21,9,-33.46,29.45,-0.69
274,20,9,11,13,21,11,-33.46,29.45,-0.69
275,20,9,11,13,21,13,-33.37,29.44,-0.69
276,20,9,11,13,26,7,-33.27,29.46,-0.69
277,20,9,11,13,26,9,-33.37,29.44,-0.69
278,20,9,11,13,26,11,-33.37,29.44,-0.69
279,20,9,11,13,26,13,-33.37,29.44,-0.69
280,20,9,11,13,31,7,-34.66,24.83,-0.70
281,20,9,11,13,31,9,-33.37,29.44,-0.69
282,20,9,11,13,31,11,-33.37,29.44,-0.69
283,20,9,11,13,31,13,-33.37,29.44,-0.69
284,20,9,11,13,36,7,-33.37,29.44,-0.69
285,20,9,11,13,36,9,-33.37,29.44,-0.69
286,20,9,11,13,36,11,-37.33,30.15,-0.71
287,20,9,11,13,36,13,-36.50,30.21,-0.71
288,20,11,7,7,21,7,-29.85,22.95,-3.33
289,20,11,7,7,21,9,-29.85,22.95,-3.33
290,20,11,7,7,21,11,-29.85,22.95,-3.33
291,20,11,7,7,21,13,-28.76,22.75,-3.65
292,20,11,7,7,26,7,-29.85,22.95,-3.33
293,20,11,7,7,26,9,-43.94,25.82,-1.87
294,20,11,7,7,26,11,-43.94,25.82,-1.87
295,20,11,7,7,26,13,-43.94,25.82,-1.87
296,20,11,7,7,31,7,-43.94,25.82,-1.87
297,20,11,7,7,31,9,-28.76,22.75,-3.65
298,20,11,7,7,31,11,-30.53,22.99,-3.15
299,20,11,7,7,31,13,-30.23,23.17,-3.23
300,20,11,7,7,36,7,-29.55,23.07,-3.40
301,20,11,7,7,36,9,-29.95,22.92,-3.31
302,20,11,7,7,36,11,-34.13,23.73,-2.57
303,20,11,7,7,36,13,-25.52,21.11,-0.64
304,20,11,7,10,21,7,-29.85,22.95,-3.33
305,20,11,7,10,21,9,-29.85,22.95,-3.33
306,20,11,7,10,21,11,-29.85,22.95,-3.33
307,20,11,7,10,21,13,-28.76,22.75,-3.65
308,20,11,7,10,26,7,-29.85,22.95,-3.33
309,20,11,7,10,26,9,-28.76,22.75,-3.65
310,20,11,7,10,26,11,-28.76,22.75,-3.65
311,20,11,7,10,26,13,-28.76,22.75,-3.65
312,20,11,7,10,31,7,-43.94,25.82,-1.87
313,20,11,7,10,31,9,-28.76,22.75,-3.65
314,20,11,7,10,31,11,-30.53,22.99,-3.15
315,20,11,7,10,31,13,-30.23,23.17,-3.23
316,20,11,7,10,36,7,-29.55,23.07,-3.40
317,20,11,7,10,36,9,-29.95,22.92,-3.31
318,20,11,7,10,36,11,-34.13,23.73,-2.57
319,20,11,7,10,36,13,-28.24,21.09,-0.66
320,20,11,7,13,21,7,-29.85,22.95,-3.33
321,20,11,7,13,21,9,-29.85,22.95,-3.33
322,20,11,7,13,21,11,-29.85,22.95,-3.33
323,20,11,7,13,21,13,-28.76,22.75,-3.65
324,20,11,7,13,26,7,-29.85,22.95,-3.33
325,20,11,7,13,26,9,-28.76,22.75,-3.65
326,20,11,7,13,26,11,-28.76,22.75,-3.65
327,20,11,7,13,26,13,-28.76,22.75,-3.65
328,20,11,7,13,31,7,-31.17,22.70,-0.68
329,20,11,7,13,31,9,-28.76,22.75,-3.65
330,20,11,7,13,31,11,-30.53,22.99,-3.15
331,20,11,7,13,31,13,-30.23,23.17,-3.23
332,20,11,7,13,36,7,-29.55,23.07,-3.40
333,20,11,7,13,36,9,-29.95,22.92,-3.31
334,20,11,7,13,36,11,-34.13,23.73,-2.57
335,20,11,7,13,36,13,-27.27,21.01,-0.65
336,20,11,9,7,21,7,-41.94,29.90,-1.96
337,20,11,9,7,21,9,-32.34,28.98,-0.68
338,20,11,9,7,21,11,-4.28,17.17,-0.29
339,20,11,9,7,21,13,-3.91,17.30,-0.28
340,20,11,9,7,26,7,-32.34,28.98,-0.68
341,20,11,9,7,26,9,-11.37,14.17,-0.44
342,20,11,9,7,26,11,-11.37,14.17,-0.44
343,20,11,9,7,26,13,-11.37,14.17,-0.44
344,20,11,9,7,31,7,-37.38,26.40,-0.71
345,20,11,9,7,31,9,-3.91,17.30,-0.28
346,20,11,9,7,31,11,-3.91,17.30,-0.28
347,20,11,9,7,31,13,-4.81,17.40,-0.31
348,20,11,9,7,36,7,-32.09,29.10,-0.68
349,20,11,9,7,36,9,-4.40,17.14,-0.29
350,20,11,9,7,36,11,-10.11,18.01,-0.42
351,20,11,9,7,36,13,-4.18,12.41,-0.29
352,20,11,9,10,21,7,-4.28,17.17,-0.29
353,20,11,9,10,21,9,-4.28,17.17,-0.29
354,20,11,9,10,21,11,-4.28,17.17,-0.29
355,20,11,9,10,21,13,-3.91,17.30,-0.28
356,20,11,9,10,26,7,-4.28,17.17,-0.29
357,20,11,9,10,26,9,-3.91,17.30,-0.28
358,20,11,9,10,26,11,-3.91,17.30,-0.28
359,20,11,9,10,26,13,-3.91,17.30,-0.28
360,20,11,9,10,31,7,-11.37,14.17,-0.44
361,20,11,9,10,31,9,-3.91,17.30,-0.28
362,20,11,9,10,31,11,-3.91,17.30,-0.28
363,20,11,9,10,31,13,-4.81,17.40,-0.31
364,20,11,9,10,36,7,-3.91,17.30,-0.28
365,20,11,9,10,36,9,-4.40,17.14,-0.29
366,20,11,9,10,36,11,-10.11,18.01,-0.42
367,20,11,9,10,36,13,-7.67,12.39,-0.37
368,20,11,9,13,21,7,-4.28,17.17,-0.29
369,20,11,9,13,21,9,-4.28,17.17,-0.29
370,20,11,9,13,21,11,-4.28,17.17,-0.29
371,20,11,9,13,21,13,-3.91,17.30,-0.28
372,20,11,9,13,26,7,-4.28,17.17,-0.29
373,20,11,9,13,26,9,-3.91,17.30,-0.28
374,20,11,9,13,26,11,-3.91,17.30,-0.28
375,20,11,9,13,26,13,-3.91,17.30,-0.28
376,20,11,9,13,31,7,-11.37,14.17,-0.44
377,20,11,9,13,31,9,-3.91,17.30,-0.28
378,20,11,9,13,31,11,-3.91,17.30,-0.28
379,20,11,9,13,31,13,-4.81,17.40,-0.31
380,20,11,9,13,36,7,-3.91,17.30,-0.28
381,20,11,9,13,36,9,-4.40,17.14,-0.29
382,20,11,9,13,36,11,-10.11,18.01,-0.42
383,20,11,9,13,36,13,-6.39,12.31,-0.34
